Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/1           TBasisSetImplementation<double>::GetKinetic() const [79]
[75]     0.0    0.00    0.00       1         HeapDB<double>::GetKinetic() [75]
                0.00    0.00       1/1           PolarizedGaussianIE1::MakeKinetic() const [77]
                0.00    0.00       1/23867       SMatrix<double>::operator=(SMatrix<double> const&) [118]
-----------------------------------------------
                0.00    0.00       1/1           TBasisSetImplementation<double>::GetLASolver() const [74]
[76]     0.0    0.00    0.00       1         HeapDB<double>::GetOverlap() [76]
                0.00    0.00       1/1           PolarizedGaussianIE1::MakeOverlap() const [78]
                0.00    0.00       1/23867       SMatrix<double>::operator=(SMatrix<double> const&) [118]
-----------------------------------------------
                0.00    0.00       1/1           HeapDB<double>::GetKinetic() [75]
[77]     0.0    0.00    0.00       1         PolarizedGaussianIE1::MakeKinetic() const [77]
                0.00    0.00     255/765         ContractedGaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [73]
                0.00    0.00      46/166         ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
                0.00    0.00      32/166         GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
                0.00    0.00     266/5862        GaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [71]
                0.00    0.00       2/5           SMatrix<double>::SMatrix(long) [360]
                0.00    0.00       1/27720       SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
-----------------------------------------------
                0.00    0.00       1/1           HeapDB<double>::GetOverlap() [76]
[78]     0.0    0.00    0.00       1         PolarizedGaussianIE1::MakeOverlap() const [78]
                0.00    0.00     255/765         ContractedGaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [73]
                0.00    0.00      46/166         ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
                0.00    0.00      32/166         GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
                0.00    0.00     266/5862        GaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [71]
                0.00    0.00       2/5           SMatrix<double>::SMatrix(long) [360]
                0.00    0.00       1/27720       SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
-----------------------------------------------
                0.00    0.00       1/1           Kinetic::CalculateHamiltonianMatrix(BasisSet const*, Spin const&) const [80]
[79]     0.0    0.00    0.00       1         TBasisSetImplementation<double>::GetKinetic() const [79]
                0.00    0.00       1/1           HeapDB<double>::GetKinetic() [75]
-----------------------------------------------
                0.00    0.00       1/1           HamiltonianTermImplementation::BuildHamiltonian(BasisSet const*, Spin const&) const [3]
[80]     0.0    0.00    0.00       1         Kinetic::CalculateHamiltonianMatrix(BasisSet const*, Spin const&) const [80]
                0.00    0.00       1/1           TBasisSetImplementation<double>::GetKinetic() const [79]
-----------------------------------------------
[81]     0.0    0.00    0.00     166+1606    <cycle 1 as a whole> [81]
                0.00    0.00    1432+242         GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
                0.00    0.00     340             ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
-----------------------------------------------
                                 242             GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
                                1368             ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
                0.00    0.00      32/166         PolarizedGaussianIE1::MakeOverlap() const [78]
                0.00    0.00      32/166         PolarizedGaussianIE1::MakeKinetic() const [77]
[82]     0.0    0.00    0.00    1432+242     GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
                0.00    0.00     509/509         GaussianRF::GetKinetic2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const [83]
                0.00    0.00     685/685         GaussianRF::GetOverlap2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const [88]
                                 238             ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
                                 242             GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
-----------------------------------------------
                0.00    0.00     509/509         GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
[83]     0.0    0.00    0.00     509         GaussianRF::GetKinetic2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const [83]
                0.00    0.00    2030/3928        GaussianRF::GetKinetic(Polarization const&, Polarization const&, GaussianCD const&) const [72]
                0.00    0.00     509/1847        GaussianCD::GaussianCD(GaussianRF const&, GaussianRF const&) [147]
                0.00    0.00     509/11965       PMStreamableObject::~PMStreamableObject() [129]
                0.00    0.00     509/1847        GaussianCD::~GaussianCD() [148]
-----------------------------------------------
                0.00    0.00       1/1           HamiltonianTermImplementation::BuildHamiltonian(BasisSet const*, Spin const&) const [3]
[84]     0.0    0.00    0.00       1         ExactVen::CalculateHamiltonianMatrix(BasisSet const*, Spin const&) const [84]
                0.00    0.00       1/1           virtual thunk to TBasisSetImplementation<double>::GetNuclear(Cluster const*) const [85]
-----------------------------------------------
                0.00    0.00       1/1           ExactVen::CalculateHamiltonianMatrix(BasisSet const*, Spin const&) const [84]
[85]     0.0    0.00    0.00       1         virtual thunk to TBasisSetImplementation<double>::GetNuclear(Cluster const*) const [85]
                0.00    0.00       1/1           HeapDB<double>::GetNuclear(Cluster const&) [86]
                0.00    0.00       1/1           MatrixList<double>::operator[](long) const [94]
-----------------------------------------------
                0.00    0.00       1/1           virtual thunk to TBasisSetImplementation<double>::GetNuclear(Cluster const*) const [85]
[86]     0.0    0.00    0.00       1         HeapDB<double>::GetNuclear(Cluster const&) [86]
                0.00    0.00       1/1           PolarizedGaussianIE1::MakeNuclear(Cluster const&) const [87]
                0.00    0.00       1/7663        MatrixList<double>::Add(SMatrix<double> const&) [132]
                0.00    0.00       1/41          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [229]
-----------------------------------------------
                0.00    0.00       1/1           HeapDB<double>::GetNuclear(Cluster const&) [86]
[87]     0.0    0.00    0.00       1         PolarizedGaussianIE1::MakeNuclear(Cluster const&) const [87]
                0.00    0.00     255/765         ContractedGaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [73]
                0.00    0.00     266/5862        GaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [71]
                0.00    0.00       1/5           SMatrix<double>::SMatrix(long) [360]
                0.00    0.00       1/27720       SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
-----------------------------------------------
                0.00    0.00     685/685         GaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [82]
[88]     0.0    0.00    0.00     685         GaussianRF::GetOverlap2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const [88]
                0.00    0.00    2206/17162714     Hermite2::operator()(Polarization const&, Polarization const&, Polarization const&) const [23]
                0.00    0.00     685/1847        GaussianCD::GaussianCD(GaussianRF const&, GaussianRF const&) [147]
                0.00    0.00     685/11965       PMStreamableObject::~PMStreamableObject() [129]
                0.00    0.00     685/1847        GaussianCD::~GaussianCD() [148]
-----------------------------------------------
                0.00    0.00      30/30          PolarizedGaussianBS::MakeBasisFunctions() [92]
[89]     0.0    0.00    0.00      30         PolarizedGaussianBF::PolarizedGaussianBF(RadialFunction const*, Polarization const&) [89]
                0.00    0.00      10/10          ContractedGaussianRF::GetNormalization(Polarization const&) const [90]
                0.00    0.00      30/2349        UniqueID::UniqueID() [142]
                0.00    0.00      30/59767       StreamableObject::SetOutputMode(StreamableObject::Mode) [113]
                0.00    0.00      20/44          GaussianRF::GetNormalization(Polarization const&) const [225]
-----------------------------------------------
                0.00    0.00      10/10          PolarizedGaussianBF::PolarizedGaussianBF(RadialFunction const*, Polarization const&) [89]
[90]     0.0    0.00    0.00      10         ContractedGaussianRF::GetNormalization(Polarization const&) const [90]
                0.00    0.00      10/166         ContractedGaussianRF::Get2CenterIntegrals(RadialFunction::Types2C, BasisFunctionBlockPair&, SMatrix<double>&, Cluster const*, double) const <cycle 1> [189]
                0.00    0.00      10/10          ContractedGaussianRF::ContractedGaussianRF(ContractedGaussianRF const&) [286]
                0.00    0.00      10/22          BasisFunctionBlock::BasisFunctionBlock(RadialFunction*, long) [251]
                0.00    0.00      10/64          SMatrix<double>::SMatrix(VecLimits const&, VecLimits const&) [210]
                0.00    0.00      10/11965       PMStreamableObject::~PMStreamableObject() [129]
                0.00    0.00      10/22          BasisFunctionBlock::~BasisFunctionBlock() [252]
                0.00    0.00      10/42          void std::vector<Polarization, std::allocator<Polarization> >::_M_realloc_insert<Polarization const&>(__gnu_cxx::__normal_iterator<Polarization*, std::vector<Polarization, std::allocator<Polarization> > >, Polarization const&) [227]
-----------------------------------------------
                0.00    0.00       1/1           BaseTester::Init(double) [30]
[91]     0.0    0.00    0.00       1         MoleculeTester::LoadOrbitalBasisSet() [91]
                0.00    0.00       1/1           PolarizedGaussianBS::PolarizedGaussianBS(LinearAlgebraParams const&, IntegralDataBase<double>*, RadialFunctionReader*, Cluster const*, Mesh*) [93]
                0.00    0.00       1/1           virtual thunk to MoleculeTester::GetIntegrationMesh() const [566]
                0.00    0.00       1/1           Gaussian94RFR::Gaussian94RFR(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [416]
                0.00    0.00       1/430         HeapDB<double>::HeapDB() [176]
                0.00    0.00       1/1           BasisGroup::Insert(BasisSet*) [412]
                0.00    0.00       1/1           Gaussian94RFR::~Gaussian94RFR() [417]
-----------------------------------------------
                0.00    0.00       1/1           PolarizedGaussianBS::PolarizedGaussianBS(LinearAlgebraParams const&, IntegralDataBase<double>*, RadialFunctionReader*, Cluster const*, Mesh*) [93]
[92]     0.0    0.00    0.00       1         PolarizedGaussianBS::MakeBasisFunctions() [92]
                0.00    0.00      30/30          PolarizedGaussianBF::PolarizedGaussianBF(RadialFunction const*, Polarization const&) [89]
                0.00    0.00      30/30          BasisSetImplementation::Insert(BasisFunction*) [244]
                0.00    0.00       1/1           BasisSetImplementation::EmptyBasisFunctions() [437]
-----------------------------------------------
                0.00    0.00       1/1           MoleculeTester::LoadOrbitalBasisSet() [91]
[93]     0.0    0.00    0.00       1         PolarizedGaussianBS::PolarizedGaussianBS(LinearAlgebraParams const&, IntegralDataBase<double>*, RadialFunctionReader*, Cluster const*, Mesh*) [93]
                0.00    0.00       1/1           PolarizedGaussianBS::MakeBasisFunctions() [92]
                0.00    0.00      40/40          ContractedGaussianRF::operator==(RadialFunction const&) const [231]
                0.00    0.00      30/60          virtual thunk to PolarizedGaussianBF::GetNormalization() const [212]
                0.00    0.00      26/26          GaussianRF::operator==(RadialFunction const&) const [248]
                0.00    0.00      26/42          void std::vector<Polarization, std::allocator<Polarization> >::_M_realloc_insert<Polarization const&>(__gnu_cxx::__normal_iterator<Polarization*, std::vector<Polarization, std::allocator<Polarization> > >, Polarization const&) [227]
                0.00    0.00      14/14          Gaussian94RFR::ReadNext(Atom const&) [271]
                0.00    0.00      12/12          Gaussian94RFR::GetLs() const [282]
                0.00    0.00      12/22          BasisFunctionBlock::BasisFunctionBlock(RadialFunction*, long) [251]
                0.00    0.00      12/12          MakePolarizations(std::vector<int, std::allocator<int> > const&) [279]
                0.00    0.00       5/5           void std::vector<BasisFunctionBlock const*, std::allocator<BasisFunctionBlock const*> >::_M_realloc_insert<BasisFunctionBlock const* const&>(__gnu_cxx::__normal_iterator<BasisFunctionBlock const**, std::vector<BasisFunctionBlock const*, std::allocator<BasisFunctionBlock const*> > >, BasisFunctionBlock const* const&) [365]
                0.00    0.00       5/5           void std::vector<BasisFunctionBlock*, std::allocator<BasisFunctionBlock*> >::_M_realloc_insert<BasisFunctionBlock* const&>(__gnu_cxx::__normal_iterator<BasisFunctionBlock**, std::vector<BasisFunctionBlock*, std::allocator<BasisFunctionBlock*> > >, BasisFunctionBlock* const&) [364]
                0.00    0.00       5/5           void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >&&) [367]
                0.00    0.00       5/5           void std::vector<RadialFunction*, std::allocator<RadialFunction*> >::_M_realloc_insert<RadialFunction* const&>(__gnu_cxx::__normal_iterator<RadialFunction**, std::vector<RadialFunction*, std::allocator<RadialFunction*> > >, RadialFunction* const&) [363]
                0.00    0.00       2/2           Gaussian94RFR::FindAtom(Atom const&) [384]
                0.00    0.00       1/2349        UniqueID::UniqueID() [142]
                0.00    0.00       1/1           UnitSymmetryQN::UnitSymmetryQN() [423]
                0.00    0.00       1/1           BasisSetImplementation::BasisSetImplementation(QuantumNumber*) [438]
                0.00    0.00       1/1           TBasisSetImplementation<double>::TBasisSetImplementation(LinearAlgebraParams const&, IntegralDataBase<double>*) [443]
                0.00    0.00       1/1899        Molecule::begin() const [144]
                0.00    0.00       1/1899        Molecule::end() const [143]
                0.00    0.00       1/1           HeapDB<double>::Insert(TBasisSet<double> const*, IntegralEngine<double> const*) [464]
                0.00    0.00       1/1           TBasisSetImplementation<double>::Insert(IntegralEngine<double>*) [441]
                0.00    0.00       1/1           BasisSetImplementation::GetNumFunctions() const [518]
                0.00    0.00       1/1           PolarizedGaussianIE1::PolarizedGaussianIE1(std::vector<BasisFunctionBlock const*, std::allocator<BasisFunctionBlock const*> > const&, Vector<double> const&) [435]
                0.00    0.00       1/1           HeapDB<double>::Insert(IntegralEngine1<double> const*) [463]
                0.00    0.00       1/1           TBasisSetImplementation<double>::Insert(IntegralEngine1<double>*) [442]
                0.00    0.00       1/1           PolarizedGaussianIE::PolarizedGaussianIE() [432]
-----------------------------------------------
                0.00    0.00       1/1           virtual thunk to TBasisSetImplementation<double>::GetNuclear(Cluster const*) const [85]
[94]     0.0    0.00    0.00       1         MatrixList<double>::operator[](long) const [94]
                0.00    0.00       1/7664        MatrixList<double>::LoadMatrix(long) const [62]
-----------------------------------------------
                0.00    0.00  172252/1862964     ContractedGaussianRF::Integrate(RadialFunction const*, RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&, RadialFunction const*) const [19]
                0.00    0.00 1690712/1862964     ContractedGaussianRF::Integrate(RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&, RadialFunction const*, RadialFunction const*) const [14]
[103]    0.0    0.00    0.00 1862964         GaussianRF::Integrate(RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&, RadialFunction const*, RadialFunction const*) const [103]
-----------------------------------------------
                              154513             uintpow(double, unsigned int) [104]
                0.00    0.00     837/701383      intpow(double, int) [105]
                0.00    0.00  140872/701383      RNLM::RNLM(int, double, Vector3D<double> const&) [109]
                0.00    0.00  559674/701383      AuxillaryFJ::GetFjAt(double, Vector<double>&) const [110]
[104]    0.0    0.00    0.00  701383+154513  uintpow(double, unsigned int) [104]
                              154513             uintpow(double, unsigned int) [104]
-----------------------------------------------
                0.00    0.00      44/277150      GaussianRF::GetNormalization(Polarization const&) const [225]
                0.00    0.00    1687/277150      void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [156]
                0.00    0.00    5452/277150      Hermite2::Hermite2(double, Vector3D<double> const&, Vector3D<double> const&, int, int) [149]
                0.00    0.00   13639/277150      MatrixList<double>::Add(SMatrix<double> const&) [132]
                0.00    0.00  256328/277150      RNLM::RNLM(int, double, Vector3D<double> const&) [109]
[105]    0.0    0.00    0.00  277150         intpow(double, int) [105]
                0.00    0.00     837/701383      uintpow(double, unsigned int) [104]
-----------------------------------------------
                0.00    0.00  168858/168858      Hermite2::Hermite2(double, Vector3D<double> const&, Vector3D<double> const&, int, int) [149]
[106]    0.0    0.00    0.00  168858         Hermite2::GetAny(Vector<double> const&, int, int, int) const [106]
-----------------------------------------------
                0.00    0.00    1898/142787      GaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [71]
                0.00    0.00  140889/142787      RNLM::RNLM(int, double, Vector3D<double> const&) [109]
[107]    0.0    0.00    0.00  142787         Triangle::Triangle() [107]
-----------------------------------------------
                0.00    0.00  140889/140889      RNLM::RNLM(int, double, Vector3D<double> const&) [109]
[108]    0.0    0.00    0.00  140889         Triangle::operator=(Triangle const&) [108]
-----------------------------------------------
                0.00    0.00    3796/140872      GaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const [71]
                0.00    0.00  137076/140872      CDcache::find(GaussianCD const&, GaussianCD const&) [26]
[109]    0.0    0.00    0.00  140872         RNLM::RNLM(int, double, Vector3D<double> const&) [109]
                0.00    0.00  256328/277150      intpow(double, int) [105]
                0.00    0.00  140889/142787      Triangle::Triangle() [107]
                0.00    0.00  140889/140889      Triangle::operator=(Triangle const&) [108]
                0.00    0.00  140872/140872      AuxillaryFJ::GetFjAt(double, Vector<double>&) const [110]
                0.00    0.00  140872/701383      uintpow(double, unsigned int) [104]
                0.00    0.00      17/17          Triangle::Triangle(int) [255]
                0.00    0.00      17/11965       PMStreamableObject::~PMStreamableObject() [129]
-----------------------------------------------
                0.00    0.00  140872/140872      RNLM::RNLM(int, double, Vector3D<double> const&) [109]
[110]    0.0    0.00    0.00  140872         AuxillaryFJ::GetFjAt(double, Vector<double>&) const [110]
                0.00    0.00  559674/701383      uintpow(double, unsigned int) [104]
-----------------------------------------------
                0.00    0.00  137076/137076      std::map<std::pair<int, int>, RNLM const*, std::less<std::pair<int, int> >, std::allocator<std::pair<std::pair<int, int> const, RNLM const*> > >::operator[](std::pair<int, int> const&) [43]
[111]    0.0    0.00    0.00  137076         std::_Rb_tree<std::pair<int, int>, std::pair<std::pair<int, int> const, RNLM const*>, std::_Select1st<std::pair<std::pair<int, int> const, RNLM const*> >, std::less<std::pair<int, int> >, std::allocator<std::pair<std::pair<int, int> const, RNLM const*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<int, int> const, RNLM const*> >, std::pair<int, int> const&) [111]
-----------------------------------------------
                0.00    0.00   86318/86318       PolarizedGaussianIE1::Make4C(std::vector<IntegralEngine1<double> const*, std::allocator<IntegralEngine1<double> const*> > const&) const [10]
[112]    0.0    0.00    0.00   86318         GaussianRF::Integrate(RadialFunction const*, RadialFunction const*, RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&) const [112]
-----------------------------------------------
                0.00    0.00       2/59767       DFTDataBase::~DFTDataBase() [67]
                0.00    0.00       8/59767       LASolverLapackCommon<double>::Solve(SMatrix<double> const&) const [327]
                0.00    0.00      21/59767       HamiltonianTermImplementation::BuildHamiltonian(BasisSet const*, Spin const&) const [3]
                0.00    0.00      30/59767       PolarizedGaussianBF::PolarizedGaussianBF(RadialFunction const*, Polarization const&) [89]
                0.00    0.00     429/59767       virtual thunk to HeapDB<std::complex<double> >::GetInverseRepulsion() [185]
                0.00    0.00     429/59767       ReadHeader(std::istream&, char const*) [180]
                0.00    0.00    1717/59767       operator>>(std::istream&, PMStreamableObject&) <cycle 2> [68]
                0.00    0.00    4719/59767       HeapDB<double>::Read(std::istream&) <cycle 2> [70]
                0.00    0.00    7662/59767       MatrixList<double>::Read(std::istream&) [69]
                0.00    0.00    7663/59767       MatrixList<double>::LoadMatrix(long) const [62]
                0.00    0.00   15326/59767       MatrixList<double>::Add(SMatrix<double> const&) [132]
                0.00    0.00   21761/59767       StreamableObject::ReadHeader(std::istream&, char const*) [123]
[113]    0.0    0.00    0.00   59767         StreamableObject::SetOutputMode(StreamableObject::Mode) [113]
-----------------------------------------------
                0.00    0.00   53608/53608       ContractedGaussianRF::Integrate(RadialFunction const*, RadialFunction const*, RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&) const [20]
[114]    0.0    0.00    0.00   53608         GaussianRF::Integrate(RadialFunction const*, RadialFunction const*, Polarization const&, Polarization const&, Polarization const&, Polarization const&, CDcache&, RadialFunction const*) const [114]
-----------------------------------------------
                0.00    0.00    1720/38392       Vector<double>::Write(std::ostream&) const [154]
                0.00    0.00   36672/38392       MatLimits::Write(std::ostream&) const [124]
[115]    0.0    0.00    0.00   38392         VecLimits::Write(std::ostream&) const [115]
-----------------------------------------------
                0.00    0.00    1716/38372       Vector<double>::Read(std::istream&) [155]
                0.00    0.00   36656/38372       MatLimits::Read(std::istream&) [125]
[116]    0.0    0.00    0.00   38372         VecLimits::Read(std::istream&) [116]
-----------------------------------------------
                0.00    0.00       1/27720       PolarizedGaussianIE1::MakeOverlap() const [78]
                0.00    0.00       1/27720       PolarizedGaussianIE1::MakeKinetic() const [77]
                0.00    0.00       1/27720       PolarizedGaussianIE1::MakeNuclear(Cluster const&) const [87]
                0.00    0.00       7/27720       ExactIrrepCD<double>::MixIn(ChargeDensity const&, double) [335]
                0.00    0.00    2577/27720       MatrixList<double>::Empty() [140]
                0.00    0.00    7663/27720       MatrixList<double>::LoadMatrix(long) const [62]
                0.00    0.00   17470/27720       SMatrix<double>::Read(std::istream&) [44]
[117]    0.0    0.00    0.00   27720         SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
                0.00    0.00   23844/23844       SMatrix<double>::SMatrix(MatLimits const&) [119]
                0.00    0.00   23844/23867       SMatrix<double>::operator=(SMatrix<double> const&) [118]
-----------------------------------------------
                0.00    0.00       1/23867       HeapDB<double>::GetOverlap() [76]
                0.00    0.00       1/23867       HeapDB<double>::GetKinetic() [75]
                0.00    0.00      21/23867       HamiltonianTermImplementation::BuildHamiltonian(BasisSet const*, Spin const&) const [3]
                0.00    0.00   23844/23867       SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
[118]    0.0    0.00    0.00   23867         SMatrix<double>::operator=(SMatrix<double> const&) [118]
-----------------------------------------------
                0.00    0.00   23844/23844       SMatrix<double>::SetLimits(MatLimits const&, bool) [117]
[119]    0.0    0.00    0.00   23844         SMatrix<double>::SMatrix(MatLimits const&) [119]
-----------------------------------------------
                0.00    0.00   22190/22190       StreamableObject::CheckName(std::istream&, char const*) [121]
[120]    0.0    0.00    0.00   22190         ReadName[abi:cxx11](std::istream&) [120]
-----------------------------------------------
                0.00    0.00     429/22190       ReadHeader(std::istream&, char const*) [180]
                0.00    0.00   21761/22190       StreamableObject::ReadHeader(std::istream&, char const*) [123]
[121]    0.0    0.00    0.00   22190         StreamableObject::CheckName(std::istream&, char const*) [121]
                0.00    0.00   22190/22190       ReadName[abi:cxx11](std::istream&) [120]
-----------------------------------------------
                0.00    0.00    1721/21777       operator<<(std::ostream&, PMStreamableObject const&) [152]
                0.00    0.00    4730/21777       HeapDB<double>::Write(std::ostream&) const [64]
                0.00    0.00    7663/21777       MatrixList<double>::Add(SMatrix<double> const&) [132]
                0.00    0.00    7663/21777       MatrixList<double>::Write(std::ostream&) const [63]
[122]    0.0    0.00    0.00   21777         StreamableObject::WriteHeader(std::ostream&, char const*) const [122]
-----------------------------------------------
                0.00    0.00    1717/21761       operator>>(std::istream&, PMStreamableObject&) <cycle 2> [68]
                0.00    0.00    4719/21761       HeapDB<double>::Read(std::istream&) <cycle 2> [70]
                0.00    0.00    7662/21761       MatrixList<double>::Read(std::istream&) [69]
                0.00    0.00    7663/21761       MatrixList<double>::LoadMatrix(long) const [62]
[123]    0.0    0.00    0.00   21761         StreamableObject::ReadHeader(std::istream&, char const*) [123]
                0.00    0.00   21761/22190       StreamableObject::CheckName(std::istream&, char const*) [121]
                0.00    0.00   21761/59767       StreamableObject::SetOutputMode(StreamableObject::Mode) [113]
-----------------------------------------------
                0.00    0.00     860/18336       Matrix<double>::Write(std::ostream&) const [169]
                0.00    0.00   17476/18336       SMatrix<double>::Write(std::ostream&) const [126]
[124]    0.0    0.00    0.00   18336         MatLimits::Write(std::ostream&) const [124]
                0.00    0.00   36672/38392       VecLimits::Write(std::ostream&) const [115]
-----------------------------------------------
                0.00    0.00     858/18328       Matrix<double>::Read(std::istream&) [170]
                0.00    0.00   17470/18328       SMatrix<double>::Read(std::istream&) [44]
[125]    0.0    0.00    0.00   18328         MatLimits::Read(std::istream&) [125]
                0.00    0.00   36656/38372       VecLimits::Read(std::istream&) [116]
-----------------------------------------------
                0.00    0.00    2150/17476       HeapDB<double>::Write(std::ostream&) const [64]
                0.00    0.00    7663/17476       MatrixList<double>::Add(SMatrix<double> const&) [132]
                0.00    0.00    7663/17476       MatrixList<double>::Write(std::ostream&) const [63]
[126]    0.0    0.00    0.00   17476         SMatrix<double>::Write(std::ostream&) const [126]
                0.00    0.00   17476/18336       MatLimits::Write(std::ostream&) const [124]
-----------------------------------------------
                0.00    0.00   16384/16384       FourTap::FourTap(unsigned int, unsigned int, unsigned int, unsigned int) [469]
[127]    0.0    0.00    0.00   16384         ACG::asLong() [127]
-----------------------------------------------
                0.00    0.00    1318/16198       PolarizedGaussianIE1::MakeOverlap(ScalarFunction<double> const&) const [3550]
                0.00    0.00   14880/16198       double Sum<double, Xpr<double, XprBinary<double, double, double, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, (Shape)2>, (Store)1, (Data)0, (Shape)2>, (Data)1>(Indexable<double, Xpr<double, XprBinary<double, double, double, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, (Shape)2>, (Store)1, (Data)0, (Shape)2>, (Store)1, (Data)1, (Shape)2> const&) [237]
